,Unnamed: 0,comment
1528,1528,Mari kita lihat siapa yg akan tumbang. PDI-P ( Mega ) atau Jokowi.
1529,1529,"Orang2 tempo memang orang waras.
Jaya selalu utk tempo"
1530,1530,Semakin hari semakin menarik bocor Alus nih..asli keren..sekecil apapun informasi yah nyampe banget ke penonton pendengar..keren halus pokonamah
1531,1531,"Mulyono = mulyo ne nek ono, wong wis ra ono yo ra sido mulyo. 😂😂😂😂😂"
1532,1532,pati jateng all in 01 jendral
1533,1533,Betul2 sakit kalau masih dukung endorsan Mulyono
1534,1534,Mr. J main dua kaki kesimpulan nya
1535,1535,Menang Gubenur harus 50%+ 1% ya?
1536,1536,Mr. J main dua kaki kesimpulan nya
1537,1537,Bocor alus keren 👍. Tetap jaga netralitas 💪
1538,1538,Saya Pencoblos caleg PKS di DKI 2024  siyap memenangkan Pram - Rano Karno. Pasukan Abah Anies siyap pulangkan Ridwan yg didukung oligarki Jokowi.
1539,1539,Kalau demokrasi memang melahirkan pemimpin yg diinginkan rakyat. Knp Anies tdk jadi cagub Jakarta?
1540,1540,Anak abah merapat
1541,1541,Siapa pun pilihannya asal bukan bagian dari mulyono
1542,1542,"Dulu :
Jokowi adalah kita

Sekarang :
Jokowi adalah musuh bersama"
1543,1543,"Pramono atau RIDO..siapapun yang menang.. Jokowi & Fufufafa ikut aman.
Coblos Semuaaaaaaa!!!

😅🤣😂"
1544,1544,"TETAP Pilih BP ANDIKA 👍- BP HENDI👍Pilihan tepat 👍, terbaik👍Gubernur - Wakil Gubernur JATENG 👉 Yang di PROMOSIKAN oleh JOKOWI & PRABOWO  NO...WAY....."
1545,1545,"Tempo emang juara ..ini mah bukan bocor alus lagi tp jebol, sampai ditelinga terasa blong"
1546,1546,"Anies hati hati kalo dijanjiin mau didukung PDIP di 2019.. dulu juga Prabowo dijanjiin didukung 2014.. asal sokong Jokowi di Jakarta 2012… ehhh begitu waktunya datang, gak jadi, malah Prabowonya ditinggal wkwkwk… tiati aja… politics is all about winning for now 😃"
1547,1547,Semoga warga Jakarta masih pada warassss
1548,1548,Bocor Alus..TOP
1549,1549,"Gila gilaaa, mereka dapet sumbernya dari mana...bisa segila ini...saluttt..."
1550,1550,"2029 saya berharap tampil pasangan Anies-Andika Perkasa, Nasdem-PDIP.."
1551,1551,Jokowi gak nduwe isin
1552,1552,Mau siapapun itu untuk saat ini Yang penting ga ikut barisan mulyono
1553,1553,Berarti bener si mulyono menjegal ganjar dan meng 16% kan ganjar.
1554,1554,Mulyono's Power
1555,1555,Bocor alus kok baru tau atau pura2 tdk tau INDONESIA MUDAH GAMPANG DI PENGARUHI TOKOH KARBITAN AYO SEMANGAT BOCOR ALUS OKER2 YG TDK JUJUR MAAF KACAMATA LANSIA GAPTEK BURUH TANI SURABAYA
1556,1556,😂😂😂 binggung mau percaya yang mana
1557,1557,"Maunya jokowi ke sumut kampanye untuk dukung menantu yg bernama Boby,biar jadi faktor pengurang suara Boby.Tapi ko datang ya  ?"
1558,1558,Parcok itu apa ya?
1559,1559,Perasaan saya mengatakan TEMPO ini punya PDI P .
1560,1560,"joko widodo boleh saja bertaruh dalam politik dengan tehnik machiavelian namun utk pilkada di Jakarta manuver tersebut adalah ""hahahhahahahaha"" bagi warga jakarta."
1561,1561,Yg bingung sepak bola PERSIB & PERSIJA BGMANA TDK JIKA RK YG JADI YA OPO GOLEK CALON KOK NURUT😂MUL2
1562,1562,"Bravo bocor alus.
Amankan jakarta dengan memilih Pram dul"
1563,1563,Ah Tempo... Media ga jelas... Ujung nya cuma anti Presiden Jokowi... Lihat aja... Hasilnya... Jangan percaya media korup
1564,1564,Tetap ANDIKA PERKASA🎉
1565,1565,"Mantap, bocor alus 👍"
1566,1566,Tempo kok masih tertarik ya dg JOKOWI apa bedanya dg tukang 2 rakyat kecil
1567,1567,Hanya konten
1568,1568,Pasti tumbang mulyono di jakarta. Jateng. jatim . Dan sumut
1569,1569,Bravo Tempo
1570,1570,PDI P di tinggal Jokowi juga swaranya pilpres jemblok🇮🇩👍
1571,1571,Bravo Tempo
1572,1572,Kata gua mah RK pulang aja ke Jabar bikin sketsa
1573,1573,Bocor alus memang 👍👍👍👍👍
1574,1574,Anies memang hebat❤
1575,1575,"ini lembaga/kapolri udh trllu sering nyebur k jokowi,mnding bubarin aj.bikin partai..PPJJ [partai polisi jongos jokowi].udh jangn ada kata netral lg lembaga ini.yg bisa mngawasi isntitusi ini siapa sih..ko smkin d biarin smkin ngaco aj.tiap ada pemilu atw pilpress ini institusi sllu memihak."
1576,1576,Ko masih denger jokowi wong sdh pensiun ya good bye lah ada apa partai dengerin jokowi wong sdh selesai jd orang civil lg
1577,1577,"Tenggelam kan calon ""yg di dukung mulyono"
1578,1578,Hancurkan nepotisme jokowi
1579,1579,Sok sok an lu Tempo....😂😂😂😂😂
1580,1580,"Gua sejalan dan sepemikiran sm uncle pram mengenai pilihan pilkada yg didukung oleh Mulyono 
Siapapun calon nya jangan sampai memilih calon kepala daerah yang didukung oleh Mulyono agar demokrasi tdk rusak"
1581,1581,Rambo bukan sambo
1582,1582,Prabowo Gibran Indoneisa Adil dan Makmur..❤
1583,1583,"Semoga mereka yang sampe skrg tetep dukung si Mulyono, nantinya semua keluarga dan keturunannya mempunyai fisik, sifat, watak dan perilaku seperti Mulyono juga."
1584,1584,top deh tempo
1585,1585,Jokowi masuk KIM +? Emg punya partai?
1586,1586,"Sebel ngeliat Mulyono, mantap bang Doel,  tumbangkan sambo"
1587,1587,Vote Dharma Pongrekuen
1588,1588,Tempo adalah media yang dibayar pdi
1589,1589,"Pram akan di-Ganjar-kan, tunggu aj hasil akhir 😁😁"
1590,1590,"Mari hancurkan kerakusan DINASTI dengan tidak memilih calon yg di dujung JOKOWI,
DKI - Pilih Pramono Anung
JATENG - Pilih Andika perkasa
JATIM - Pilih Risma 
Topp 👍🏻👍🏻🔥🔥"
1591,1591,Rakyat harus bersatu lawan dinasti solo
1592,1592,Ikut arahan abah .karena sy percaya abah
1593,1593,Handika gubenur jateng 2024 sampai 2029 ri  insya allah jadi persiden ri amin yarob
1594,1594,"Prediksi ya jkt pram, jatim dua putaran, jateng andika, sumut boby"
1595,1595,"28:38 menang dengan cara ...

kalian pasti tau lah ya"
1596,1596,Andika Perkasa mantan panglima TNI.. Jago strategi 🔥🔥🔥
1597,1597,Setiap mantap RI 1 tdk ada yg murahan turun jadi jurkam. Memalukan terlihat ambisi bngtt
1598,1598,KPK: Komisi Pelindung Keluarga... Kini KPK siap melawan oposisi dan menjaga agar harta dikorupsi hanya oleh Keluarga Cemara
1599,1599,"Luiar biasa Mulyono ini, muka endeso tapa daya rusak luar biasa"
1600,1600,Gw laporin fufufafa nih tempo 😂
1601,1601,"Makin seru nihh, ga sabar lihat org rakus pake baju shopee. 😂"
1602,1602,"presiden 58% disetir tukang kayu. wowo, mantan TNI rasa boneka tukang kayu."
1603,1603,"Ya Tuhan Jesus... Tolong cabut nyawa si Mulyono agar negara ini kembali menjadi negara yang aman, nyaman, makmur dan tenteram... Amien ❤🙏🏻

Semoga Pak Anies Baswedan dan Pak Prabowo selalu dalam lindungan Tuhan YME dan dijauhkan dari segala kelicikan dan keculasan raja neo Firaun .. Amien ❤❤"
1604,1604,"Jkw mmng gk punya hati nurani, Ganjar mmperjuangkan dia dua periode dgn mmperoleh suara di Jateng 99%, mlah skrng dia menjegal Ganjar, mmng gk mnjdi panutan"
1605,1605,"Jokowi di bui aj😂😂 biar gak ikt cawe"".yg didukung jokowi kebanyakan suaranya turun.sdh pd bosen lht jokowi🤭😛🤣🤣"
1606,1606,jateng siap.Andika hendi ... !
1607,1607,Seru ya
1608,1608,HAM AJA DI LANGGAR APALAGI OMONGAN NYA SENDIRI
1609,1609,"Jkw bnar2 ingin hncurkan PDIP, partai yg mmbesarkan namanya, klo orng blng PDIP besar krna jkw. Itu berpikir bodoh"
1610,1610,"Saya warga Purwokerto. .
Saya dulu pilih Jokowi 2x di pilpres. .,
Pilpres kemarin Saya pilih Prabowo..
Sekarang untuk Pilgub Jateng Saya memilih Andika-Hendi. ..
Bukan karena Partai, memainkan karena Sosok Pak Andika. . .
Pilkada itu melihat sosok bukan partai atau siapa yg mendukung  ..Meskipun Lutfi di dukung orang-orang yg Saya pilih di Pilpres. .Saya tetap Memilih Andika-Hendi 🔥🔥
Karena Pak Andika lebih cocok untuk Jateng. ."
1611,1611,SETUJU BANGET SAMA UNCLE PRAM JANGAN PERCAYA OMONGAN POLITISI. MENDUKUNG ANIES KARENA NILAINYA. KALO UDAH GA SEJALAN BYE MAS ANIES.
1612,1612,Bocor alus info ter akurat top
1613,1613,2029 Anies & Ahok
1614,1614,PDI-P sudah siapkan pilpres sejak dini # ANIS - ANDIKA
1615,1615,Jateng PERKASA
1616,1616,Noway mantan
1617,1617,"Kembali ke Solo buat jadi rakyat biasa 😂
Gk cape apa yah dengan omong kosong ini 😔"
1618,1618,RK sih gk begitu rugi walau nantinya gagal.karena dia pasti dirangkul Prabowo. cuma kalau gagal yg kecewa mungkin Mulyono makanya sampai turun tangan cawe² sebab misinya yg ke 2 takut gagal.paling kecewanya seharusnya jadi gubernur di Jabar malah diterjunin di DKI.itupun kalau gagal kita lihat aja nanti
1619,1619,Pati hadir untuk andik
1620,1620,"Hebat nya anies bukan siapa"" Tapi di rebut dukungan nya... Hebat parah nih orang.. Ampe mulyono ampe harus turun gunung🤣🤣"
1621,1621,JOKOASU
1622,1622,"Luthfi, TIDAK JUJUR.
MOBIL MOBIL MEWAH TIDAK DI LAPORKAN.
PUNYA WANITA SIMPANAN.

PAK ANDIKA, SAYANG ISTRI😊 DAN KELUARGA"
1623,1623,Saya org pati. Muak melihat muka jokowi di layar TV. Jokowi sekeluarga gila jabatan
1624,1624,"Presiden di setir jokowi, sampe mau melanggar aturan. Kegagahannya omon omon semata"
1625,1625,Senggol pilkada BOJONEGORO dong 😂
1626,1626,Masih kurang aja udah 10 tahun
1627,1627,Sll keren ngulik nya
1628,1628,Bazer mulyono ga ada nongol  di tempo
1629,1629,PARCOK ITU APAAN WOEE ??
1630,1630,Semua tempo aku subscribe bang🥰🥰🥰
1631,1631,logistik 200 m sudah tutun infonya dr pidcas akbar faisal dgn bu conie
1632,1632,"Gila tuh org dah mikiri  2029, gk prduli mampu apa nggak, yg oenting dinasti"
1633,1633,"Jakarta Menyala
Jateng Perkasa
Jatim Resik

Tumbangkan Boneka Mulyono"
1634,1634,Jurnalisme berkualitas ala tempo gmn definisinya?
1635,1635,Mereka lupa mertua andika itu siapa ahli strategi senyap...🤣🤣 dan mereka lupa apabila B dan A bergabung habis itu RK di jakarra
1636,1636,Ayo Viralkan Sampai 27 November 2024 !
1637,1637,Anak abah all in pramdoel
1638,1638,Jangan pilih pemimpin yg diendors mulyono bisa2 dia makin merasa diatas angin
1639,1639,JOKOWI WKT PRESIDEN TIDAK PERNAH DI GANGGU... SEKARANG GILIRAN PRABOWO... IKUT2 URUSAN PILKADA... UNTUK APA URUS PILKADA KLO UTK IKUT GANGGU JALANNYA PEMERINTAHAN... 🤔
1640,1640,Semoga PDIP tidak licik seperti nasib Mbah Wowo perjanjian Baru tulis
1641,1641,di mana ada mulyono di situ sistem jadi rus ak
1642,1642,Proposal mana proposal?
1643,1643,"Jokowi ngapusi, penipu rakus kekuasaan"
1644,1644,"Sebegitu jahatnya politik ala si mulyono ini ya.....
Knpa sih si mulyono begitu bencinya kpda Anies? Bahkan sampai mencari celah sedikit apapun itu utk mentersangkakan Anies, dan di pilpres serta pilkada pun dijegal habis²an, sakit tuh orang.... 😅😅"
1645,1645,"kunci utama fufufafa akan menjadi presiden adalah kemenangan RK di jakarta dan lutfi jateng, karena itu mulyono turun tangan ,,"
1646,1646,"Masa kita KTP DKI dan milih cagub dki, milih org di luar dki yg bener ajeeeee😂😂😂😂"
1647,1647,NKRI bukan milik keluarga Jokowi saja..Segala upaya untuk melanggengkan dinastinya mari HENTIKAN !
1648,1648,Dari dulu saya PDIP..walo kadang sikap mega bikin gregetan tapi hanya dia yg berani melawan kekuasaan
1649,1649,"Yg suka masuk gorong2 jgn kasih naik kepermukaan lagi. 😮, coklat jemur agar meleleh, cabut listrik pendingin 😅"
1650,1650,👍
1651,1651,PINOKOWI NITIPUTRO FUFUFAFA NIPUNEGORO : DI ERA KEPEMIMPINAN DIA YG KE 2 ANGKA KORUPSI 3 KALI LIPAT MENINGKAT …..
1652,1652,"Tamak kekuasaan jokowi....
Tengelamkan niat busuknya."
1653,1653,Gue yakin jateng  60 persen suara pasti ikut jokowi... aku hidup di kampung... warga desa kemakan bansos pak owi selama menjabat.. apapun kejelekan owi tak akan di percaya.. taunya saya di kasih makan ama jokowi..susah selama iq 70 masih ikut mencoblos... efek jokowi di kalangan bawah powernya masih kuat.. terutama bagi yg berumur 50 th ke atas..
1654,1654,"Kalau sampai RK yg menang,..posisi prabowo kritis. Gibran n RK akan menjadi capres cawapres 2029,  didukung Golkar, PKS dan PAN. Udh lolos treshold kan?"
1655,1655,"DKI gua saranin pilih Pramono bang Doel 
Jawa Tengah gua saranin pilih pak Andika"
1656,1656,Yg bisa membangun Bangsa bukan hanya Pak Jaka dan Antek-anteknya.... Semua anak bangsa berhak membuat bangsa.... Jangan seolah-olah hanya Pak Jaka dan antek-anteknya bisa membangun bangsa
1657,1657,gak ada yg abadi king
1658,1658,Rambut mas Pram keren amat
1659,1659,ANDIKAHENDI SAKJOSE
1660,1660,"Untuk adik2ku ( anak2ku ) di chanel Bocor Alus, dari orang yg dah ngalami hidup ,3 jaman. : Saya punya pandangan dan sekaligus punya usul : Tolong lewat Media Tempo bersama media2 yg berintegritas merah putih sejati, cinta NKRI juga merangkul para kalangan kampus/ Guru Besar untuk satu gerakan yaitu : Gerakan Kesadaran Kolektif Nasional tentang perlunya Memunculkan Calon Pemimpin Negara sebesar Indonesia itu harus punya kretirea: Jujur - Cerdas - Tegas - Amanah  dan Berwawasan Global. Agar kedepan Indonesia itu bisa menjadi Negara Maju dan Bermartabat harus dipimpin orang yg betul2   punya Kapasitas."
1661,1661,Akhirnya Yang Di Atas Mengabulkan Doa Doa Rakyat Indonesia Yang Sudah Tidak Tahan Dengan Kekejaman Mulyono
1662,1662,Mulyono jadi jurkam? Emang msh ada yg percaya? Bisa² malah ancur.. cucian dech..
1663,1663,Jujur.. .andika harus kita menangan kan
1664,1664,Mantap Pram-Dul
1665,1665,"YANG PENTING .... 
TENGGELAMKAN MULYONO CS  !!! 
WAJIB HUKUM NYA!!!! 💪💪💪💪"
1666,1666,"Memang apa sich prestasi Ridwan Kamil di jabar, ga ada. Yg ada hanya mesin parlir. Jangan bilang mau mengayomi semua agama dan akan memudahkan pendirian tmpt ibadah. Nyatanya dijabar ribut2 mslh tmpt ibadah, RK tdk turun tuch, tdk spt dgn gus dur."
1667,1667,Keren n mantap.. sehat n sukses uyk Tim TEMPO aja 👍🙏
1668,1668,"Pak Ahok mulutnya bener-bener dah ga berubah wkwk, beli filter lah😂"
1669,1669,2029 AA ....Andika Anies
1670,1670,menyesal pilih pak Mul 2 periode
1671,1671,Mulyono bakal main curang lagi
1672,1672,"Jangan sendirian ya...
Ayo ajak saudara, kerabat dan temen untuk tidak memilih calon yg di dukung olh mulyono.
Jskarta menyala
Jateng perkasa"
1673,1673,"Ayooo yg di Jakarta Pilih nomor 3
Mas Pram-Bang Doel"
1674,1674,Purnawirawan intu bernama LBP
1675,1675,Insya Allah 2029 Ganjar Anies utk 2029❤❤❤🔥🔥
1676,1676,"Yg pasti sinar politiknya jokowi sudah mulai redup dan setelah lengser para ketum parpol sdh mulai pelan² meninggalkan jokowi, nah jokowi ingin membangun citra dan kepercaya,an masyarakat terhadap jokowi oleh krna itu jokowi turun jdi jurkam lutfi di jateng dan jdi jurkamnya rk di jkt, tapi sulit. Bahakan dgn jokowi jdi jurkam mlh menurunkan elektabilitas cagub, bagi jokowi pilkada th ini utk mengukur sejauh mana  masyarakat msh cinta kepada jokowi utk mendukung anaknya kaesang maju di th 2029, angel wes angeeeel......"
1677,1677,kawal terus sampai tgl 27
1678,1678,Ke kota Kediri dong tim tempo soalnya yang maju di Pilwali anak dari partai coklat Polda Jatim
1679,1679,"Andai Mulyono kalah SM PDIP ,apa mungkin sang putra mahkota jd Ketum Golkar buat ngamanin 2029🎉🎉"
1680,1680,"Demi menguasai pulau Jawa dan demi dendam ke PDIP karena tidak merestui tiga periode dan menolak pencalonan Gibran karena gak cukup usia maka mereka akan melakukan segala cara meskipun membuat ASN, kepala daerah, aparat tidak netral begitu pun KPU dan Bawaslu 😊"
1681,1681,Jokowi bener bener perusak demokrasi
1682,1682,Setuju dukungan purnawirawan hijau yg diluar jateng tapi berasal dari jateng melalui WA gruop ada juga komunitas daerahnya masing-masing
1683,1683,"Cita cita para pejuang kemerdekaan adlah utk nenegakkn REPUBLIK INDONESIA, bukan KERAJAAN INDONESIA.
INDONESIA adlah milik seluruh rakyat Indonesia, bukan milik SATU KELUARGA.
Mari kita jaga republik ini dr orang"" yg haus kekuasaan."
1684,1684,RK model kutu lompat mirip si Jokuwi politik semu metode kamufkase wangsa melata. Yg sebenarnya RK type professional. cuma RK jika kgk goal di DKJ sdh ada jaminan dr Prabowo utk jadi menteri. Jadi tenang saja yg di calonkan olh Prabowo ada kursi di menteri atau wamen. Jadi si RK n si Boby sdh ada kursi yg disiapkan olh Prabowo. Dalihnya walaupun cuma 6 bln sdh pernah duduk di kabinet merah putih utk cerita anak cucunya.
1685,1685,"Tim Senyap Andhika, Berfikir & Berasumsi: Baru kali ini lihat Cagub Bawa HT"
1686,1686,PARCOK BERBAHAYA
1687,1687,Jauhkan jakarta dan jateng dari baunya pinokio...
1688,1688,Andika Top
1689,1689,Saya sependapat dengan bocor alus tempo Mari kita ganyang Sang Mantan
1690,1690,Keren ❤
1691,1691,"Di sumatra PDIP vs KIM + , jokowi , parcok (partai coklat).

Di jakarta PDIP vs KIM + , jokowi .

Di jateng PDIP vs KIM + , jokowi , prabowo , parcok (partai coklat)."
1692,1692,Harusnya Pak Jokowi menikmati masa Pensiun lebih berwibawa
1693,1693,"Yang gw belum paham, kenapa Nasdem dan PKB  mau ngusung RK, tapi akhirnya nggak jalanin mesin. Jadi kenapa nggak berani bersikap diawal saja, dengan dukung dan usung  Anies"
1694,1694,"PILIH DARI Pdip, NYUSRUUKKK."
1695,1695,"Knp sih pak jokowi ky benci banget pd pak anis,pdhl kan pak anis justru punya kontribusi bsr pd negara. Aneh"
1696,1696,Pilih yg tdk didukung mulyono dan Kim +
1697,1697,"2029 Anies Rasyid Baswedan Presiden❤
Aamiin....
Dipuji tdk terbang 
Di caci tdk tumbang.
Mewujudkan NKRI sejahtera, bersatu, berkeadilan dan kesetaraan."
1698,1698,Jokowi kan polos ngapain ngelakuin itu. Merakyat baju putih bersih tanpa dosa
1699,1699,Kami sebagai masyarakat awan menangis dan prihatin terhadap pemerintahan pak Prabowo Subianto jika mekihat beliau terseret dalam pilkada mengEndors salah satu paslon meskioun beliau Ketum parpol pengusung tidak mencerminkan sebagai Bapak bangsa yg segarusnya Netral sesuai sumpah jabatan dihadapan perwakilan Rakyat indonesia
1700,1700,Andika hendi for jateng 1
1701,1701,"Like or dislike ahok dan anis mantan gubernur yg paling mampu mengatasi permasalahan jakarta. 
Dibanding suara presiden atau mantan presiden, suara kedua orang ini paten buat warga Jakarta."
1702,1702,Batam akan mencoblos NADI
1703,1703,Tempo ...maju terus.
1704,1704,Gak ada suaranya.. apakah di hacked?
1705,1705,"PKS sudah gak punya pemilih di jkt, biar kadernya sendiri yang pilih RK."
1706,1706,Ibu suri yg jadi rusaknya tatanan negara.....rakus
1707,1707,Jokowi kurang kerjaan
1708,1708,"❤ Indonesia perlu Revolusi mental ujar Harry Darsono PhD; now or never !

-Prabowo jilid 2 Orba
2024 -2029 ; 
kan terjarah US$ 5 billion / 75 T.

Diskusi ini lebih banyak aspek pidana nya
 "" kering "" 
Tak ada duitnya

Namun kalau moderator nya piawai 
Kan beda hasilnya

Sy lebih suka kupas yang "" basah ""
Berduit apalagi nilai nya US$ billion 

-Kejahatan bernilai dibawah 
Rp. 1 juta dianggap hal kecil , lumrah, sepele tak berdampak merugikan.
Dilakukan tiap hari, tiap jam tinggal dikalkulasi besaran jumlahnya

Maling ayam bisa putus nyawa dikeroyok warga sekampung

Maling Negara korupsi Trilyun bahkan ratusan Trilyun bisa dianggap pahlawan karena bangunkan embung/ waduk penampung air orang di desa
Orba Cendana 32 tahun sentralisasi korupsi US$35 billion / 600 T terjarah.

Cikeas 10 tahun desentralisasi 
US$ 10 billion / 150 T terkuras.

Jokowi Solo 
ngono yo jo ngono budaya pembiaran 10 tahun , 2014 - 2024 ; 
Menkominfo 80 T ,
DKI kelebihan bayar 400 T ludes proyek bongkar pasang, Bansos Depsos 400 T, Pemilu 72,6 T , Alutsista 1600 T , terus berlanjut hingga hari, detik ini ;
 
Miris, ironis.

Kemandirian Desa mutlak/ keniscayaan.
83.931 desa
16.377 pulau
Pengentasan kemiskinan tugas Negara dalam UUD' 45

Ayo bergerak bersatu padu
RI 79 tahun merdeka
Nopember 10 , 2024"
1709,1709,JawaBarat pilih siapa ya enaknya
1710,1710,Tumbangkan jokodok😊😂
1711,1711,"Blora 
Andika perkasa Hendi pilihan warga jateng yg tepat dan terbaik"
1712,1712,"BILA KERUSAKAN TIDAK BISA DI HENTIKAN, ATAU DI PERBAIKI, PERTANDA SUATU NEGARA AKAN BUBAR SEPERTI YUGOSLAVIA DAN BERDIRI TERBENTUK BEBERAPA NEGARA BARU."
1713,1713,"Ada satu Purn Jend yg punya akun tiktok pendukung Andika. Hanya dia yg muncul, yg lain bagaikan ghost 😂"
1714,1714,SEMOGA TEMPO BISA CERDAS & SUSUN STRATEGI... SELAMA INI CUMA LUMAYAN SECARA CANGKEM
1715,1715,Jurnalis Tempo memang Juuoosss..
1716,1716,"Siapapun gg berhadapan dg Mulyono.. gw pasti ada di barisannya..
💪💪💪"
1717,1717,jangan pilih bonekanya Mulyono. Siappp
1718,1718,RK ditipu Gerindra....semoga bisa dibuktikan dengan kemenangan DOEL..... Ayo DOEL
1719,1719,"2029 anis pram, hmm menarik"
1720,1720,Jokowi ga nyadar dgn kerusakam yg dibuat selama 10 thn kekuasaannya.. rakyat sdh muak ga tau malu..! Dalam wktu dekat Jokowi akan menjadi Gelandangan/Gembel politik... Pram Rano is the BEST!
1721,1721,tempo dari dulu bnci jokowi😂
1722,1722,Prabowo adalah jokowi
1723,1723,"Terbukti sang mantan msh saja cawe2 dan mengacak2 hukum, sepertinya hukum hanya di buat mainan saja ......"
1724,1724,Karna media jujur..gw subscribe
1725,1725,tetap berdiri tegap mendukung RK
1726,1726,Obama ikut kampanye boleh engga papa kan kok jokowi engga boleh?
1727,1727,Kirainmah bener setelah lengser mau jadi sekjen PBB eh ternyata oh ternyata hanya jadi jurkam Cagub doang 😂
1728,1728,salfok ma rambutnya om pram
1729,1729,"TNI tooop
Bener gak kawan?"
1730,1730,Menang mas pram..menang pak andika..menang bu risma
1731,1731,Omon omon belaka😂😂😂
1732,1732,"*JIKA DISURUH MEMILIH ANTARA SAMPAH DAN RIDO, SAYA PILIH SAMPAH*

*SALAM PERUBAHAN JAKARTA*"
1733,1733,"Thanks bocor alus, mari jangan pilih yang diendorsment oleh mulyono di jateng dan jakarta"
1734,1734,Dukung Pramono Anung & Andhika Perkasa untuk wilayah Jakarta & Jawa Tengah
1735,1735,❤❤❤❤
1736,1736,Rakyat diajari utk bodoh berpolitik....pembodohan rakyat utk berkuasa...tetap Andika...menyala..❤❤
1737,1737,Mantap jiwa raga
1738,1738,"Dari dulu bocor alus tentang pak jokowi terus, iri y sama pak jokowi bocor alus 😂😂😂"
1739,1739,2029 Andika Anis .calon pilpres
1740,1740,"13:19 emang RK rada loba gaya. Linghas --> banyak gerak, susah diprediksi"
1741,1741,UJUNGNYA KALAH LAGI...DAN TERIAK CURANG LAGI ...
1742,1742,Dkj perang para mantan.
1743,1743,"Mantan Pak  lurah konoha udh di cuekin ketum partai😂😂

Mantan Pak lurah konaha udh gak ada power lagi😂😂"
1744,1744,"Di kotak merah ada tempe yg  enak dan segar

Di kotak kuning ada tempe yg digoreng kemarin, sudah basi... 

Eh tpi sya gak ngarahin pilih kotak yg mana ya. Kami netral... 😂"
1745,1745,Kalau nonton podcast politik  buat saya tetap TEMPO sumber yang terpercaya daripada  yang lain
1746,1746,"jokowi harus dihentikan klo emang ingin menyongsong indonesia emas,caranya mudah lawan calon2 yg di endorse jokowi."
1747,1747,Yang komen klo bocor alus tempo hanya omon2 dan tidak terbukti informasinya. Dia pasti BUZZER
1748,1748,pdip mo menyediakan  panggung buat anies  2029... yakin??... klo liat yg lalu lalu sih th lah yaa😅😅
1749,1749,Raja jawa sdh habis mari kita sebagai rakyat melek politik. Jangan sampai demokrasi infonesia di koyak oleh 1 keluarga raja jawa dan kroni.
1750,1750,sign kiri belok kanan...wkkkkkkkkkkkkk...
1751,1751,"Serasa baca novel politik tiap nonton bocor alus, pembawaannya tidak membosankan"
1752,1752,Mulyono akan berhenti cawe2 kalau sudah di deketin malaikat Jibril
1753,1753,"Bang Pram,sendal nya bwt saya aja lh..keren jg tuh sendalnya.."
1754,1754,Media super brani dan terang benderang 🎉🎉🎉🎉🎉. Slalu SETIA menunggu BOCOR ALUS
1755,1755,Majalah tempo di Gramedia kok gak ada ya
1756,1756,Tes aja sesolid apa anak abah di pilkada ini.. Pasti tumbang emil ama lutfi.
1757,1757,"PILKADA seretak rakyat yang telah wajib jadi peserta pemilih jangan sampai dua kali terperosok dengan lobang yang sama, pilihkah 20:23  pemimpin yang amanah jangan pilih calon pemimpin yang menghina atau merendahkan rakyat juga pemimpin yang tidak korupsi, serakah juga tidak  pembohong."
1758,1758,Ini KLO Jokowi pingin dua putaran artinya orang yg senang hamburkan anggaran dari rakyat ini pemborosan KLO gini sangat jelek sifatnya  buat selalu biar lama konfliknya
1759,1759,Memalukan
1760,1760,Pemimpin yang netral dan  konsisten  semakin susah dapat😂😂😂😂
1761,1761,Top❤
1762,1762,"walau gua orang jkt gua tahu bgt dia dari kopasus , di sekolahin sampai ke luar negeri lulus dengan nilai terbaik , pernah jadi danpasmpres , dan penerangan tni , dan sangat dekat anumerta brigjen ricky samuel yg kita nggak sadari orang yang mengambil keputusan paling krusial saat menkes lama dalam penanganan covid 19 dengan satset nya bisa mengepush untuk itu gua rasa menilai andhika bisa menang inshaa allah atas izin allah yakin gua karena dari pengalaman nya masih bisa menggerakan secara masif untuk menang besar di sana semangat buat pak hendrar dan pak andhika"
1763,1763,"Jakarta menyala🔥🔥🔥🔥
Jawa Tengah perkasa💪💪💪💪💪"
1764,1764,"JATENG PERKASA, JAKARTA MENYALA!!!"
1765,1765,Senjata makan tuan .....that rights....
1766,1766,Musuh kita cuma 1 yaitu MULYONO
1767,1767,Ngeri
1768,1768,"Polisi di jaman Jokowi sdh jd alat nya Mulyono, keterlaluan emang Jokowi"
1769,1769,Ini pram atau praz ya ? 😂
1770,1770,"saya anak abah berdoa semoga pak andika, pak pram, bu airin, pak edy menang"
1771,1771,"Jokowi adalah petarung sejati walaupun sudah tidak punya kekuasaan tapi Jokowi masih punya kekuatan, camkan ini boss"
1772,1772,"Saya mau tanya teman2 kenapa RK bisa memborong semua partai, ada apa di balik semua ini?"
1773,1773,parcok demi aliran dana saja tega menembak sesama coklat
1774,1774,Makin si Mulyono Pinokio cawe2 makin tenggelam pula cagub yg di dukungnya..😂😂😂
1775,1775,Ikut Abah
1776,1776,Tumbangkan antek Mulyono
1777,1777,"Kalahkan Mulyono, biarkan Prabowo independen"
